Year,Query emissions (g),Task
2023,0.734117987,Fill mask
2023,0.734219131,Image classification
2023,0.735455585,Question answering
2023,0.735995419,Question answering
2023,0.736022433,Question answering
2023,0.736359053,Image classification
2023,0.736898315,Question answering
2023,0.737112915,Question answering
2023,0.737168495,Question answering
2023,0.737240043,Image classification
2023,0.737615412,Fill mask
2023,0.737644332,Image classification
2023,0.737672643,Question answering
2023,0.7376975310952999,Question answering
2023,0.73808241,Question answering
2023,0.7387121195185999,Question answering
2023,0.739156691,Question answering
2023,0.7393154103680001,Question answering
2023,0.7393696762165001,Image classification
2023,0.739826731,Fill mask
2023,0.740625652,Question answering
2023,0.740909962,Image classification
2023,0.7411679221029001,Image classification
2023,0.7420077471404001,Fill mask
2023,0.74235978,Question answering
2023,0.742808492,Question answering
2023,0.743253215,Fill mask
2023,0.743299316,Question answering
2023,0.74496955,Question answering
2023,0.745148917,Fill mask
2023,0.745377006,Fill mask
2023,0.745646593,Question answering
2023,0.7469422904888999,Question answering
2023,0.747053022,Question answering
2023,0.74722084,Fill mask
2023,0.7472341,Question answering
2023,0.747310293,Question answering
2023,0.7475105631425001,Question answering
2023,0.7477371030708999,Question answering
2023,0.7478019432449999,Question answering
2023,0.7500450981112999,Fill mask
2023,0.7504911411005001,Question answering
2023,0.751771419,Question answering
2023,0.751877708,Question answering
2023,0.753434426,Fill mask
2023,0.757728727,Question answering
2023,0.758501719,Question answering
2023,0.758784794,Question answering
2023,0.758972707,Question answering
2023,0.759607295,Question answering
2023,0.760073555,Question answering
2023,0.7601787756224999,Fill mask
2023,0.763848399,Question answering
2023,0.764764162,Question answering
2023,0.7648692,Question answering
2023,0.7649466614795001,Question answering
2023,0.76553496,Question answering
2023,0.7674944368323999,Question answering
2023,0.767621448,Fill mask
2023,0.7710936371870001,Question answering
